,AGENT_ID,AGENT_NAME,DATE_OF_JOINING,ADDRESS_LINE1,CITY,POSTAL_CODE,EMP_ROUTING_NUMBER,EMP_ACCT_NUMBER
1134,AGENT01135,Youssef Kibala,2005-01-05,10 Avenue Hlioua,Khourubga,25000.0,90837759,RBVL36704528593687
1135,AGENT01136,Aziza Bachri,1996-03-14,3 Hay El Fadl,Marrakech,40000.0,40809892,XPNS54217771686001
1136,AGENT01137,Mohammed Amine Oufkir,2004-09-26,2 Boulevard El Fadl,Marrakech,40000.0,70186381,EKPX63804367076064
1137,AGENT01138,Kaoutar Banoune,1991-08-29,18 Hay Centrale,Fes,30000.0,40452346,GIBU73154559610834
1138,AGENT01139,Kaoutar Jamal,2001-10-31,5 Lotissement Mohammed V,Sale,11000.0,89054048,AQBC77458425590634
1139,AGENT01140,Rachida Benchikh,2013-10-13,19 Hay Al Massira,El Jadida,24010.0,114851132,DSSU56691374816080
1140,AGENT01141,Malak Berrada,2012-02-14,19 Hay Centrale,Fes,30000.0,19282068,NWWO91289873263071
1141,AGENT01142,Khaoula Lahlou,2006-06-02,3 Boulevard Bernoussi,Marrakech,40000.0,84286086,MJMZ05224189300735
1142,AGENT01143,Ahmed Skalli,1993-10-19,19 Hay Centrale,Fes,30000.0,30570681,OUCG23516255074800
1143,AGENT01144,Othmane Kibala,1999-09-18,4 Avenue Hlioua,Oujda,60010.0,111257001,LQRX58976259076318
1144,AGENT01145,Ahmed Oufkir,2005-09-08,19 Rue Bernoussi,Casablanca,20220.0,14574179,NKXW31315566001212
1145,AGENT01146,Hassan Dadi,2004-02-02,5 Rue Hlioua,Selma,,77122830,HNNQ68207689226173
1146,AGENT01147,Khadija Barghoud,2001-11-14,11 Rue El Fadl,Agadir,80000.0,111907610,CUIL84782370383352
1147,AGENT01148,Ahmed Benali,2010-06-05,8 Boulevard Al Houda,Tanger,90053.0,80022972,VJWV17240007003873
1148,AGENT01149,Jamila Barghoud,2011-01-29,5 Lotissement Hlioua,San Leandro,,66375876,SDSO11999382319253
1149,AGENT01150,Meryem Banoune,2005-08-13,8 Boulevard Al Massira,Tetouan,93000.0,121255718,PUDS25971686370419
1150,AGENT01151,Rachida Fadili,2015-02-07,15 Hay Centrale,Kenitra,14110.0,123632614,CDGR25596012808172
1151,AGENT01152,Hamza Amrani,2012-01-22,1 Rue Al Massira,Fes,30000.0,128617087,TRZR67662304561493
1152,AGENT01153,Youssef Fakhir,2006-08-14,1 Residence Al Qods,Linthicum Heights,,90926013,BXXW01185535158669
1153,AGENT01154,Fatima Ezzahra  Bate,2012-11-24,16 Rue Salam,Revere,,93247951,VHZY63199732822150
1154,AGENT01155,Malak Bachri,1999-11-14,14 Avenue Bernoussi,Fes,30000.0,39243498,MLXV61642493632845
1155,AGENT01156,Aziza Dadi,1997-09-09,16 Rue Hassan II,Rabat,11025.0,123628754,ZWRE47036500901617
1156,AGENT01157,Omar Barghoud,1998-07-27,16 Rue Zerktouni,Agadir,80000.0,62709815,JVCR31181647833032
1157,AGENT01158,Malak Bachri,2014-10-25,5 Lotissement Mohammed V,Agadir,80000.0,102764338,FWLK42166461459287
1158,AGENT01159,Aziza Banoune,2002-03-25,19 Lotissement Hassan II,Fes,30000.0,28424697,FKEK88266613663573
1159,AGENT01160,Khaoula Mansar,2012-12-15,9 Lotissement Salam,Sale,11000.0,114395656,TFBB74652243371601
1160,AGENT01161,Mohammed Amine Oufkir,2012-10-12,18 Hay Zerktouni,Sale,11000.0,118343345,HEWS38892486083575
1161,AGENT01162,Meryem Kibala,2014-03-26,13 Hay Al Houda,Marrakech,40000.0,111965940,FPTQ96765927624344
1162,AGENT01163,Fatima Ezzahra  Fadili,2011-07-02,3 Avenue Bernoussi,Sale,11000.0,16612903,CJAB01621611505729
1163,AGENT01164,Kaoutar Metouali,2005-11-01,3 Rue Mohammed V,Kenitra,14110.0,105047256,OIDF58943422901532
1164,AGENT01165,Hiba Eddoughmi,1996-07-18,13 Rue Bernoussi,Tetouan,93000.0,71769024,IWMW93520782300327
1165,AGENT01166,Rania Tazi,1990-12-04,9 Hay Salam,Peoria,,38988505,NIMJ52479035223537
1166,AGENT01167,Aya Farissi,1991-04-01,15 Lotissement El Fadl,Chelmsford,,48806981,YTOA20834394541416
1167,AGENT01168,Meryem Radi,2002-07-21,12 Rue Hlioua,Guelmim,81000.0,124775444,HOGR48891443344322
1168,AGENT01169,Amine Farissi,2015-01-02,16 Residence Hassan II,Essaouira,44000.0,118320300,SZSL98136625814720
1169,AGENT01170,Malak Ouazzani,2016-11-14,3 Rue Mohammed V,Marrakech,40000.0,105199777,AFLL24788515530496
1170,AGENT01171,Kaoutar Benali,1997-04-26,6 Lotissement Salam,Casablanca,20220.0,83167957,EBDK39686914794251
1171,AGENT01172,Ahmed Benali,2017-01-03,4 Boulevard Salam,Tetouan,93000.0,30474525,JMTY84637120051395
1172,AGENT01173,Zineb El Yousfi,1993-02-01,17 Avenue Hlioua,Evergreen,,68572952,CIIZ57116493258140
1173,AGENT01174,Malak Benchikh,1994-11-10,15 Boulevard Al Massira,Fes,30000.0,126095096,YREY17581973672000
1174,AGENT01175,Malak Kibala,2002-01-25,7 Avenue Hassan II,Tetouan,93000.0,75837318,RTAC43103044983545
1175,AGENT01176,Yahya Lahlou,2012-06-15,14 Lotissement Salam,Kenitra,14110.0,50413870,ZHPK73546811768588
1176,AGENT01177,Salma Kibala,2013-07-10,1 Boulevard Zerktouni,Meknes,50010.0,86511717,DIDX84463472014031
1177,AGENT01178,Hamza Oufkir,1991-11-14,17 Avenue Al Qods,Linthicum Heights,,33258434,ICHY15750986592631
1178,AGENT01179,Taha Moufkir ,2005-12-02,15 Boulevard Hassan II,Fes,30000.0,38327386,ZENU27802453990220
1179,AGENT01180,Mohamed Mansar,1993-09-23,11 Hay El Fadl,Agadir,80000.0,73004761,PEUS96668175846313
1180,AGENT01181,Hassan Dadi,2001-11-10,2 Boulevard Hlioua,Kenitra,14110.0,97027083,TOJB34348311140084
1181,AGENT01182,Jamila Berrada,2008-10-02,6 Residence Salam,Pleasanton,,75949031,LYFY39514467763614
1182,AGENT01183,Omar Bate,1991-09-06,5 Rue Al Qods,Swanton,,111341810,EIHW29270106624817
1183,AGENT01184,Rachida Fadili,2008-11-10,8 Rue Mohammed V,Marrakech,40000.0,53733638,MTDS80945137889409
1184,AGENT01185,Zineb Eddoughmi,2005-09-23,2 Lotissement Salam,Crownsville,,99328599,YTXT48057984183124
1185,AGENT01186,Mohamed Benali,2006-04-02,8 Rue Zerktouni,Marrakech,40000.0,57617352,DDKE49056288813901
1186,AGENT01187,Fatima Salhi,2016-06-11,10 Hay Al Massira,Oujda,60010.0,31290818,SRDA69960535905588
1187,AGENT01188,Ahmed Bennani,2009-05-15,19 Rue Hlioua,Agadir,80000.0,45452985,YEAW55756362400588
1188,AGENT01189,Khaoula Mansour,2001-05-29,17 Lotissement Centrale,Sale,11000.0,81815861,UCWF95930273347109
1189,AGENT01190,Jamila Ouazzani,2007-12-03,1 Lotissement Hlioua,Kenitra,14110.0,73337344,UZPL92052774127594
1190,AGENT01191,Rachida Berrada,1993-03-17,14 Lotissement Al Qods,Needham,,31124340,DXOY20775459250224
1191,AGENT01192,Youssef Tazi,2010-05-13,17 Avenue Al Massira,Tetouan,93000.0,57730721,WMQO78155993850287
1192,AGENT01193,Omar Metouali,1995-08-23,16 Lotissement Al Qods,Mexico Beach,,30264777,KOSK18300077480523
1193,AGENT01194,Ahmed Moufkir ,2006-07-21,4 Residence Salam,Gardner,,87541537,MYAY55414261381950
1194,AGENT01195,Malak Bachri,1992-09-06,8 Avenue Al Houda,Tanger,90053.0,106503265,PKVG82448072710348
1195,AGENT01196,Adam El Fassi,2005-09-14,2 Rue Centrale,Tanger,90053.0,32137938,EWBR19907574832501
1196,AGENT01197,Fatima El Fassi,1993-12-04,7 Lotissement Salam,Casablanca,20220.0,70796687,KGEJ74846009867837
1197,AGENT01198,Hiba Jamal,1993-09-05,1 Boulevard Salam,Ouarzazate,45000.0,124993912,RASV88064214164820
1198,AGENT01199,Youssef Kibala,2004-10-25,17 Avenue Al Qods,Agadir,80000.0,19424059,UOFO11656245339211
1199,AGENT01200,Hassan Oufkir,1999-05-25,19 Hay Zerktouni,Edgewater,,12226940,ALYY24945545778511
